biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag
AN6582-1	increased HEXCER level	Hexosylceramide	CHEBI:77462	metabolite	prostate cancer	DOID:10283			prognostic	urine	UBERON:0001088		Pubmed:27914242	It was noted that HexCer species were in general more abundant in urinary exosomes from prostate cancer patients than from healthy controls, and that LacCer species were increased or unchanged.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6583-1	decreased PS level	Phosphatidylserine	CHEBI:90437	metabolite	prostate cancer	DOID:10283			prognostic	urine	UBERON:0001088		Pubmed:27914242	PS 18:1/18:1 alone demonstrated lower expression in urine in patients as compared to the controls. Also, the author calculated that in urinary exosomes, PS 18:0e18:1 in the inner leaflet could occupy 72 18% (mean SD; n Z 13) and 66 22% (mean SD; n Z 15) of the area occupied by long-chain sphingolipids (N amidated C22 and C24) in urinary exosomes from controls and prostate cancer patients, respectively. The highest significance was shown for phosphatidylserine (PS) 18:1/18:1 and lactosylceramide (d18:1/16:0), the latter also showed the highest patient-to-control ratio. Furthermore, combinations of these lipid species and PS 18:0-18:2 distinguished the two groups with 93% sensitivity and 100% specificity.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6584-1	Increased ADIRF level	Adipogenesis regulatory factor	UPKB:Q15847	protein	prostate cancer	DOID:10283			diagnostic	urine	UBERON:0001088		Pubmed:26196085	TM256 and LAMTOR1 could be used to augment the sensitivity to 100%. Other prominent proteins were V-type proton ATPase 16 kDa proteolipid subunit (VATL), adipogenesis regulatory factor (ADIRF), and several Rab-class members and proteasomal proteins.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6585-1	Increased VATL level	V-type proton ATPase 16 kDa proteolipid subunit	UPKB:P27449	protein	prostate cancer	DOID:10283			diagnostic	urine	UBERON:0001088		Pubmed:26196085	TM256 and LAMTOR1 could be used to augment the sensitivity to 100%. Other prominent proteins were V-type proton ATPase 16 kDa proteolipid subunit (VATL), adipogenesis regulatory factor (ADIRF), and several Rab-class members and proteasomal proteins.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6586-1	Increased LAMTOR1 level	Late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	UPKB:Q6IAA8	protein	prostate cancer	DOID:10283			diagnostic	urine	UBERON:0001088		Pubmed:26196085	The most interesting potential prostate cancer biomarker identified in our study (both at 100% specificity and combined specificity and sensitivity) is TM256/C17orf61, a protein that has been predicted to be located at the plasma membrane and in exosomes. TM256 showed the highest sensitivity (94%) and level of enrichment (140-fold) of all the detected proteins. The fact that TM256 is also relatively abundant in patient exosomes further increases the interest for this protein as a promising biomarker.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6587-1	increased TM256 level	Transmembrane protein 256	UPKB:Q8N2U0	protein	prostate cancer	DOID:10283			diagnostic	urine	UBERON:0001088		Pubmed:26196085	The most interesting potential prostate cancer biomarker identified in our study (both at 100% specificity and combined specificity and sensitivity) is TM256/C17orf61, a protein that has been predicted to be located at the plasma membrane and in exosomes. TM256 showed the highest sensitivity (94%) and level of enrichment (140-fold) of all the detected proteins. The fact that TM256 is also relatively abundant in patient exosomes further increases the interest for this protein as a promising biomarker.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6588-1	increased FKBP4 level	Peptidyl-prolyl cis-trans isomerase	UPKB:Q02790	protein	prostate cancer	DOID:10283			diagnostic	prostate gland	UBERON:0002367		Pubmed:17722004	FKBP4 was increased in PCa specimen. It was also interesting that FKBP4 (also known as FKBP52) was up-regulated in Pca.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6589-1	decreased FLNA level	Filamin-A	UPKB:P21333	protein	prostate cancer	DOID:10283			diagnostic	prostate gland	UBERON:0002367		Pubmed:17722004	2-DE protein profile of FLNA(7‚Äì15) clearly reveals a decrease in this protein in PNBX specimens from PCa patients. FLNA(7‚Äì15) levels were notably reduced in AMACR-positive PCa specimens as measured by immunoblot analysis (Fig. 3e). These results, taken with proteomics observations, suggest that FLNA(7‚Äì15) is down-regulated in prostate cancer. Among the proteins identified, the most notable was the endogenous 100-kDa fragment of FLNA and FKBP4, FLNA(7‚Äì15), which was found to be markedly down-regulated in PCa specimens.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6590-1	increased MYO5A level	Unconventional myosin-Va	UPKB:Q9Y4I1	protein	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:30532555	On the bottom left is the WASF1 module which included MYO5A and WASF1. These two genes both interacted with NCKAP1, CYFIP2, and CYFIP1. In this WASF1 module, four genes (CYFIP1, CYFIP2, NCKAP1, and WASF1) were involved in hsa04810: regulation of actin cytoskeleton. It has been reported that actin cytoskeleton was associated with lung cancer migration and invasion	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6591-1	increased WASF1 level	Wiskott-Aldrich syndrome protein family member 1	UPKB:Q92558	protein	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:30532555	On the bottom left is the WASF1 module which included MYO5A and WASF1. These two genes both interacted with NCKAP1, CYFIP2, and CYFIP1. In this WASF1 module, four genes (CYFIP1, CYFIP2, NCKAP1, and WASF1) were involved in hsa04810: regulation of actin cytoskeleton. It has been reported that actin cytoskeleton was associated with lung cancer migration and invasion	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6592-1	increased PDHB level	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	UPKB:P11177	protein	lung cancer	DOID:1324			predictive	blood	UBERON:0000178		Pubmed:30532555	The PDHB module, which was involved in carbohydrate metabolism. The PDHB module interacted with the RSRC1 module, which was associated with protein biosynthesis, growth, and migration. These biomarkers can accurately predict NSCLC. In-depth biological network analysis suggested that there were four modules and three intermodule hubs that may trigger NSCLC	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6593-1	increased RSRC1 level	Serine/arginine-related protein 53	NCBI: 51319	gene	lung cancer	DOID:1324			monitoring	blood	UBERON:0000178		Pubmed:30532555	At the top middle was the RSRC1 module, which included RSRC1 and FLOT1. Within this module, eight genes (RPS11, RPS14, RPS15, RPS26, RPS28, RPS3, RPS3A, and RPS9) that RSRC1 interacted with were ribosomal protein genes. Ribosome is important for protein biosynthesis, and there have been several reports that downregulation of ribosomal protein can inhibit or attenuate NSCLC growth and migration.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6594-1	increased methylation IN PITX2	Pituitary homeobox 2 gene methylation	NCBI: 5308	gene	prostate cancer	DOID:10283			predictive	prostate gland	UBERON:0002367		Pubmed:25402584	However, after FDR adjustment at 5% was applied, only methylation of PITX2 remained significant (p = 0.005) for predicting PCa related death and is interpreted as the following: for each 10% increase in methylation of PITX2, the risk of PCa-related death increased by a factor of 1.56.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6595-1	increased CXCR4 level	C-X-C chemokine receptor type 4	UPKB:P61073	protein	skin cancer	DOID:4159			prognostic	skin epidermis	UBERON:0001003		Pubmed:15756007	The CXCR4 expression on tumor cells was correlated with an unfavorable prognosis with a median disease-free and overall survival of 22 and 35 months, respectively. The hazard ratios of relapse and death, compared with patients with CXCR4-negative tumors, were 2.5 (95% confidence interval, 1.2-6.1) and 3.1 (95% confidence interval, 1.1-7.2), respectively. This article provides the first evidence that CXCR4 expression could be an independent and powerful prognostic marker in primary cutaneous malignant melanomas.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6372-3	increased IL8 level	Interleukin-8	UPKB:P10145	protein	skin cancer	DOID:4159			prognostic	blood	UBERON:0000178	33211-4	Pubmed:21673904	We have shown that, after the elimination of serum interference, IL-8 and cathepsin B were significantly elevated in melanoma.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6596-1	increased CTSB level	Cathepsin B	UPKB:P07858	protein	skin cancer	DOID:4159			prognostic	blood	UBERON:0000178		Pubmed:21673904	Indeed, significantly elevated levels of Cathepsin B (as determined by unpaired t test) were observed in melanoma patients. However, Cathepsin B levels were also elevated in breast cancer patients, indicating that cathepsin B is not unique to melanoma but may be associated with general tumor progression. Cathepsin B levels were also independent of age and stages of melanoma. In our study, serum cathepsin B levels were elevated in both melanoma and breast cancer patients. Based on these data, it is suggested that cathepsin B might be relevant to the development of a broad range of tumor, possibly contributing to the tumor cell migration and metastasis due to its protease function.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6597-1	Increased LPHN3 level	Latrophilin 3	NCBI:23284	gene	prostate cancer	DOID:10283			diagnostic	prostate gland	UBERON:0002367		Pubmed:29861410	The dominant Th cytokines across all breast cancer samples were IFN-γ and IL-2. Th2 cytokines (IL-4, IL-5, IL-13) were expressed at low levels and not associated with any breast cancer subtype.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6598-1	Increased FABP5 level	Fatty Acid Binding Protein 5	NCBI:2171	gene	prostate cancer	DOID:10283			diagnostic	prostate gland	UBERON:0002367		Pubmed:29861410	The dominant Th cytokines across all breast cancer samples were IFN-γ and IL-2. Th2 cytokines (IL-4, IL-5, IL-13) were expressed at low levels and not associated with any breast cancer subtype.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6599-1	increased C1QTNF3 level	Complement C1q tumor necrosis factor-related protein 3	NCBI: 114899	gene	prostate cancer	DOID:10283			diagnostic	prostate gland	UBERON:0002367		Pubmed:29861410	We were able to draw the conclusion that C1QTNF3 was significantly overexpressed in prostate tumor tissues.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6600-1	decreased EIF2B5 level	Translation initiation factor eIF-2B subunit epsilon	NCBI: 8893	gene	ovarian cancer	DOID:2394			predictive	ovary	UBERON:0000992		Pubmed:32000373	Low EIF2B5 expression was found in ovarian cancer tissues and correlated with survival status. Survival analysis showed that ovarian cancer patients with low EIF2B5 expression had a short OS. Low EIF2B5 expression predicts poor prognosis in ovarian cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6601-1	Decreased CLDN4 level	Claudin-4	UPKB:O14493	protein	ovarian cancer	DOID:2394			prognostic	ovary	UBERON:0000992	81691-8	Pubmed:31570444	Low MLH1 expression was significantly associated with increased progression-free and overall survival, and a normalisation of CA125 levels after chemotherapy. Additionally, low claudin-4 expression was more frequently found among the group with low MLH1 expression.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6602-1	decreased MLH1 level	DNA mismatch repair protein Mlh1	UPKB:P40692	protein	ovarian cancer	DOID:2394			prognostic	ovary	UBERON:0000992	81691-8	Pubmed:31570444	Low MLH1 expression was associated with improved prognosis and is a possible predictor of the chemosensitivity of ovarian cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6603-1	Increased HAPLN3 Promoter Hypermethylation	Hyaluronan And Proteoglycan Link Protein 3	NCBI:145864	gene	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:29465788	Moreover, as proof of principle, we successfully detected highly PC-specific hypermethylated circulating tumor DNA (ctDNA) for ST6GALNAC3, ZNF660, HAPLN3, and CCDC181 in liquid biopsies (serum) from 27 patients with PC vs. 10 patients with BPH, using droplet digital methylation-specific PCR analysis. Finally, we generated a three-gene (ST6GALNAC3/CCDC181/HAPLN3) ctDNA hypermethylation model, which detected PC with 100% specificity and 67% sensitivity.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6604-1	Increased CCDC181 Promoter Hypermethylation	Coiled-Coil Domain Containing 181	NCBI:57821	gene	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:29465788	Moreover, as proof of principle, we successfully detected highly PC-specific hypermethylated circulating tumor DNA (ctDNA) for ST6GALNAC3, ZNF660, HAPLN3, and CCDC181 in liquid biopsies (serum) from 27 patients with PC vs. 10 patients with BPH, using droplet digital methylation-specific PCR analysis. Finally, we generated a three-gene (ST6GALNAC3/CCDC181/HAPLN3) ctDNA hypermethylation model, which detected PC with 100% specificity and 67% sensitivity.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6605-1	decreased ZNF660 level	Zinc finger protein 660	NCBI: 285349	gene	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:29465788	We furthermore identify ZNF660 hypermethylation as associated with increased risk of BCR, as well as with reduced OS and reduced CSS, thus showing promising prognostic potential. ZNF660 hypermethylation was also significantly associated with poor overall and PC-specific survival in the RP.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6606-1	decreased ST6GALNAC3 level	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	NCBI: 30815	gene	prostate cancer	DOID:10283			diagnostic	prostate gland	UBERON:0002367		Pubmed:29465788	ST6GALNAC3 and ZNF660 mRNA levels were significantly downregulated in PC compared to AN tissue samples (P < 0.0001; Fig. 1K,L). Furthermore, the mRNA expression level of each gene was moderately, but significantly, inversely correlated with the promoter methylation level (P < 0.001; Fig. 1M,N), collectively suggesting that aberrant promoter hypermethylation may contribute to downregulation of ST6GALNAC3 and ZNF660 in PC.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6607-1	increased XPO6 level	Exportin-6	NCBI: 23214	gene	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:26709895	XPO6 expression was significantly higher in patients with elevated PSA levels (>20 ng/ml) prior to radical prostatectomy (P=0.02). Elevated XPO6 expression was also found in patients with higher combined Gleason score (>/=8) in both biopsy and radical prostatectomy specimens (P=1.34E-3, P=3.09E-3, respectively). Furthermore, a positive association was found for the elevated expression of XPO6 and lymph node metastasis occurrence (P=0.01), biochemical recurrence (P=1.57E-3), and distant metastasis occurrence (P=3.27E-4).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6608-1	decreased ZFP36 level	Tristetraprolin	NCBI: 7538	gene	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:30420441	Lower levels of tristetraprolin in human prostate cancer prostatectomy tissue are associated with more aggressive prostate cancer and may serve as an actionable prognostic and predictive biomarker.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6609-1	increased EZH2 level	Zeste homolog 2	UPKB:Q15910	protein	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367	96964-2	Pubmed:12374981	EZH2 protein are increased in metastatic prostate cancer; in addition, clinically localized prostate cancers that express higher concentrations of EZH2 show a poorer prognosis. Thus, dysregulated expression of EZH2 may be involved in the progression of prostate cancer, as well as being a marker that distinguishes indolent prostate cancer from those at risk of lethal Progression.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6610-1	increased FABP4 level	Fatty acid-binding protein, adipocyte	UPKB:P15090	protein	breast cancer	DOID:1612			risk	blood	UBERON:0000178		Pubmed:30100196	Using clinical samples, we demonstrated that circulating A-FABP levels were significantly increased in obese patients with breast cancer in comparison with those without breast cancer. Collectively, these data suggest circulating A-FABP as a new link between obesity and breast cancer risk, thereby revealing A-FABP as a potential new therapeutic target for treatment of obesity-associated cancers.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6611-1	increased ENG level	Endoglin	UPKB:P17813	protein	prostate cancer	DOID:10283			prognostic	urine	UBERON:0001088		Pubmed:19004009	Elevations in post-DRE urinary endoglin suggest there may be value in further studying endoglin as a urinary biomarker of prostate cancer. Endoglin levels in both urine and serum may aid in prostate cancer detection and prognostication. In the present study, we show that endoglin is increased in urine collected after DRE from men with prostate cancer on biopsy compared to men without prostate cancer, and that post-DRE urinary endoglin levels are predictive of prostate cancer in a cohort of men at increased risk by PSA and DRE criteria.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6612-1	increased AMACR level	Alpha-methylacyl-CoA racemase	UPKB:Q9UHK6	protein	prostate cancer	DOID:10283			risk	urine	UBERON:0001088		Pubmed:15371879	AMACR was detected in the urine in 18 of 26 patients (69%). AMACR was detected in all 12 patients with biopsy confirmed adenocarcinoma of the prostate (100 sensitivity, 95% CI 75 to 100), in 5 of 12 with no evidence of cancer on biopsy (58% specificity, 95% CI 29 to 78) and in 1 of 2 (50%, 95% CI 3 to 80) with atypia on biopsy. Overall AMACR detection was associated with cancer status by prostate biopsy in 21 of 26 patients (86%). A screening test based on urinary AMACR may develop into a useful adjunct to serum prostate specific antigen and digital rectal examination for identifying men at increased risk for harboring prostate cancer despite negative biopsy. Such a test has potential application for stratifying patients into low and high risk groups for surveillance vs repeat biopsy.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6613-1	increased IMPDH2 level	Inosine 5'-monophosphate dehydrogenase type II	UPKB:P12268	protein	ovarian cancer	DOID:2394			prognostic	ovary	UBERON:0000992		Pubmed:32305001	IMPDH2 is highly expressed in ovarian cancer and correlates with prognosis, which may serve as a potential prognostic biomarker.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6614-1	increased MIR-106A-5P level	miRNA-106a-5p	MRB:MIMAT0000103	RNA	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:26276721	miR-106a-5p was found to be significantly (p < 0.05) upregulated in BC tissue samples compared to paired adjacent healthy tissue samples.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6615-1	decreased MIR-495 level	miRNA-495	MRB:MI0003135	RNA	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:26276721	Results showed differential pattern of expressions of these miRNAs in multiple cohorts, however in early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. In addition, these miRNAs were also significantly associated with cancer and ErbB signaling pathways. The present study delineated the importance of miR-195-5p and miR-495 miRNAs as prospective circulating surrogate molecular signatures for early detection of breast cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6616-1	increased MIR-454-3P level	miRNA-454-3p	MRB:MIMAT0003885	RNA	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:26276721	Results showed differential pattern of expressions of these miRNAs in multiple cohorts, however in early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. In addition, these miRNAs were also significantly associated with cancer and ErbB signaling pathways.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6617-1	decreased MIR-195-5P level	miRNA-195-5p	MRB:MIMAT0000461	RNA	COVID-19	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:32259560	In early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. Results showed differential pattern of expressions of these miRNAs in multiple cohorts, however in early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. In addition, these miRNAs were also significantly associated with cancer and ErbB signaling pathways.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6777-1	decreased LTF level	Lactotransferrin	UPKB:P02788	protein	thyroid gland cancer	DOID:1781			prognostic	thyroid gland	UBERON:0002046		Pubmed:31965517	LTF and PLA2R1 were identified as two promising biomarkers down-regulated in a subgroup of stage I (both in TCGA and in the validation data set) and in the majority of stage IV of PTC (in TCGA data set).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6619-1	decreased PLA2R1 level	Secretory phospholipase A2 receptor	NCBI: 22925	gene	thyroid gland cancer	DOID:1781			prognostic	thyroid gland	UBERON:0002046		Pubmed:31965517	The main objective of this study was to characterize the stage-specific deregulation in genes and miRNA expression in PTC to identify potential prognostic biomarkers. LTF and PLA2R1 were identified as two promising biomarkers down-regulated in a subgroup of stage I (both in TCGA and in the validation data set) and in the majority of stage IV of PTC (in TCGA data set).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6620-1	increased KCNN4 level	Intermediate conductance calcium-activated potassium channel protein 4	NCBI: 3783	gene	thyroid gland cancer	DOID:1781			prognostic	thyroid gland	UBERON:0002046		Pubmed:32857728	We examined expression of KCNN4 in public databases and discovered that it is upregulated in PTC. These results suggest that KCNN4 promotes PTC progression by inducing epithelial-mesenchymal transition and suppressing apoptosis, which suggests KCNN4 may be a useful diagnostic and prognostic biomarker of PTC.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6621-1	increased 8-OHDG level	8-Hydroxy-2-deoxyguanosine	CHEBI:40304	metabolite	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:30683611	The concentrations of 8-OHdG were significantly increased in the BC group (55.2 ng/dL) compared with the benign tumor group (30.2 ng/dL) and with the healthy control group (9.08 ng/dL).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6622-1	increased TNFRSF11B level	Tumor necrosis factor receptor superfamily member 11B	UPKB:O00300	protein	breast cancer	DOID:1612			risk	blood	UBERON:0000178		Pubmed:30348163	Especially in women with ER+ disease, higher circulating OPG concentrations were associated with higher risk of breast cancer-specific. High pre-diagnosis endogenous concentrations of OPG, the decoy receptor for RANKL, were associated with increased risk of death after a breast cancer diagnosis, especially in those with ER+ disease.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6623-1	increased PTDNA level	Plasma tumor DNA	NCIT:C179394	DNA	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:24504125	This prospective study demonstrates accurate mutation detection in tumor tissues using ddPCR, and that ptDNA can be detected in blood before and after surgery in patients with early-stage breast cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6624-1	increased SPAG5 level	Sperm-associated antigen 5	NCBI: 10615	gene	ovarian cancer	DOID:2394			prognostic	ovary	UBERON:0000992		Pubmed:31985007	These results suggest that high SPAG5 expression was correlated with multiple clinicopathological features of ovarian cancer and can be used as an evaluation indicator for a poor ovarian cancer prognosis.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6625-1	increased PRDX-1 level	Peroxiredoxin-1	UPKB:Q06830	protein	ovarian cancer	DOID:2394			prognostic	ovary	UBERON:0000992		Pubmed:31559796	Multivariate analysis showed that a high expression of PRDX-1 is an independent prognostic factor of poor, overall survival (P<0.002) and a disease-free survival (P<0.01).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6626-1	increased HSPB1 level	Heat shock protein beta-1	UPKB:P04792	protein	ovarian cancer	DOID:2394			prognostic	blood	UBERON:0000178		Pubmed:33130378	Taken together, our findings demonstrate that high levels of circulating HSP27 in serum are associated with improved overall survival of OC patients.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6627-1	increased REG4 level	Regenerating islet-derived protein 4	UPKB:Q9BYZ8	protein	ovarian cancer	DOID:2394			diagnostic	blood	UBERON:0000178		Pubmed:26981633	Finally, an ELISA based serum biomarker assay demonstrated increased expression only in patients with mucinous ovarian cancer. This study identifies REG4 as a potential serum biomarker for histotype-specific detection of mucinous ovarian cancer and suggests serum REG4 measurement as a non-invasive diagnostic tool for postoperative follow-up of patients with mucinous ovarian cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6627-2	increased REG4 level	Regenerating islet-derived protein 4	UPKB:Q9BYZ8	protein	stomach cancer	DOID:10534			diagnostic	stomach	UBERON:0000945		Pubmed:27036049	In the present study, we show that high expression of REG4 correlates with advanced stage and poor survival prognosis for gastric cancer patients. REG4 overexpression significantly enhances peritoneal metastasis by increasing adhesion ability. Moreover, SP1 is proved to be a transcription factor of REG4 and induce REG4 expression upon TGF-alpha stimulation.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6628-1	increased HOTAIR level	HOX transcript antisense RNA	RNAC:URS0000759B00	RNA	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:26033707	We measured the HOTAIR and GAPDH DNA in 24 randomly selected patients and 24 age-matched healthy individuals using the direct serum qPCR assay, and found that the relative concentration of HOTAIR DNA was significantly higher in the breast cancer patients than in healthy individuals, corresponding to an average fold change of 2.01 (P = 0.0008).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6629-1	increased LNCRNA H19 level	Long non-coding RNA H19	RNAC:URS00008B9C5E	RNA	breast cancer	DOID:1612			diagnostic	blood	UBERON:0000178		Pubmed:27540977	The results revealed that the expression of H19 was significantly increased in BC tissues and plasma compared with healthy controls (P< 0.05).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6630-1	increased SREBP1 level	Sterol regulatory element-binding protein 1	UPKB:P36956	protein	thyroid gland cancer	DOID:1781			diagnostic	thyroid gland	UBERON:0002046		Pubmed:31887541	The expression of SREBP1 was significantly different among DTCs, thyroid nodules and the adjacent normal tissues. SREBP1 was upregulated follow with the malignancy.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6631-1	decreased ANXA3 level	Annexin A3	UPKB:P12429	protein	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:18222597	ANXA3 represents a promising candidate tissue marker, and when combined with the standard prognostic parameters, is suggested to provide a more precise prediction of prognosis in the individual patient, therefore harboring the potential to contribute to future patient management.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6632-1	increased SAMD5 level	Sterile alpha motif domain-containing protein 5	NCBI: 389432	gene	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:30739268	SAMD5 mRNA was shown to be up-regulated in multiple microarray datasets of prostate cancer with the strict statistic criteria: p<0.01 and fold change >/=2. In TCGA_PCa cohort study, high expression of SAMD5 was a risk factor for patients on post-operative BCR (HR 2.181, 95%CI 1.199‚Äì3.966, p=0.011) and this predictive ability was independent of Gleason score and pathologic T stage (HR 2.018, 95%CI 1.102‚Äì3.698, p=0.023). In another validating cohort study, the statistic trend was similar, and the pooled analysis by combining the two cohort study further confirmed its prognostic effect.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6633-1	increased HOXC6 level	Homeobox C6	UPKB:P09630	protein	prostate cancer	DOID:10283			prognostic	prostate gland	UBERON:0002367		Pubmed:31271305	Relative expressions of HOXC6 at mRNA and protein levels were obviously higher in both PCa tissues and cells than in adjacent non-cancerous tissues and normal human prostate epithelial cells (p < .05). Chi-square test demonstrated that high expression of HOXC6 was significantly associated with PSA concentration, Gleason score and TNM stage (p < .05).	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
AN6634-1	increased PNKD level	Myofibrillogenesis regulator 1	NCBI: 25953	gene	ovarian cancer	DOID:2394			diagnostic	ovary	UBERON:0000992		Pubmed:21702971	MR-1 was overexpressed in ovarian cancer tissues and SKOV3 cells. Knockdown of MR-1 expression inhibited cell adhesion and invasion, and treatment with anti-cancer drugs decreased its expression in cancer cells. Taken together, these results provide the first evidence of the cellular and molecular mechanisms by which MR-1 might serve as a novel biological marker and potential therapeutic target for ovarian cancer.	biomarker;assessed_biomarker_entity;specimen;best_biomarker_role;condition
